ATL,DAL,721
ATL,DAY,432
ATL,DCA,547
ATL,DEN,1199
ATL,DFW,731
ATL,DHN,170
ATL,DSM,743
ATL,DTW,594
ATL,ECP,240
ATL,EGE,1312
ATL,ELP,1282
ATL,EVV,350
ATL,EWN,433
ATL,EWR,746
ATL,EYW,646
ATL,FAY,331
ATL,FLL,581
ATL,FNT,645
ATL,FSD,954
ATL,FSM,579
ATL,FWA,508
ATL,GEG,1969
ATL,GLH,378
ATL,GNV,300
ATL,GPT,352
ATL,GRK,803
ATL,GRR,640
ATL,GSO,306
ATL,GSP,153
ATL,GTR,241
ATL,HDN,1340
ATL,HNL,4502
ATL,HOU,696
ATL,HPN,780
ATL,HRL,942
ATL,HSV,151
ATL,IAD,534
ATL,IAH,689
ATL,ICT,782
ATL,ILM,377
ATL,IND,432
ATL,ISP,795
ATL,JAC,1572
ATL,JAN,341
ATL,JAX,270
ATL,JFK,760
ATL,LAS,1747
ATL,LAX,1947
ATL,LBB,1001
ATL,LEX,304
ATL,LFT,503
ATL,LGA,762
ATL,LIT,453
ATL,LWB,369
ATL,MCI,692
ATL,MCN,79
ATL,MCO,404
ATL,MDT,620
ATL,MDW,591
ATL,MEI,267
ATL,MEM,332
ATL,MGM,147
ATL,MHK,780
ATL,MHT,952
ATL,MIA,594
ATL,MKE,669
ATL,MLB,442
ATL,MLI,633
ATL,MLU,448
ATL,MOB,302
ATL,MSL,198
ATL,MSN,707
ATL,MSP,907
ATL,MSY,425
ATL,MTJ,1352
ATL,MYR,317
ATL,OAJ,399
ATL,OAK,2130
ATL,OKC,761
ATL,OMA,821
ATL,ONT,1900
ATL,ORD,606
ATL,ORF,516
ATL,PBI,545
ATL,PDX,2172
ATL,PGV,424
ATL,PHF,508
ATL,PHL,666
ATL,PHX,1587
ATL,PIA,565
ATL,PIB,323
ATL,PIT,526
ATL,PNS,271
ATL,PQI,1245
ATL,PSP,1840
ATL,PUW,1932
ATL,PVD,903
ATL,PWM,1027
ATL,RDU,356
ATL,RIC,481
ATL,RNO,1993
ATL,ROA,357
ATL,ROC,749
ATL,RSW,515
ATL,SAN,1892
ATL,SAT,874
ATL,SAV,214
ATL,SBA,2023
ATL,SBN,566
ATL,SDF,321
ATL,SEA,2182
ATL,SFO,2139
ATL,SGF,563
ATL,SHV,551
ATL,SJC,2116
ATL,SJU,1547
ATL,SLC,1590
ATL,SMF,2092
ATL,SNA,1919
ATL,SRQ,444
ATL,STL,484
ATL,STT,1599
ATL,SYR,794
ATL,TLH,223
ATL,TPA,406
ATL,TRI,227
ATL,TUL,674
ATL,TUP,253
ATL,TUS,1541
ATL,TVC,769
ATL,TYS,152
ATL,VLD,208
ATL,VPS,250
ATL,XNA,589
ATW,ATL,765
ATW,AZA,1452
ATW,CWA,67
ATW,DTW,296
ATW,ELP,1293
ATW,FAR,442
ATW,GRB,25
ATW,LAS,1510
ATW,MKE,96
ATW,MLI,219
ATW,MSN,87
ATW,MSP,236
ATW,ORD,160
ATW,PDX,1662
ATW,SFB,1141
ATW,XNA,629
ATY,DEN,519
ATY,MSP,193
AUG,BOS,148
AUG,PWM,53
AUG,RKD,39
AUS,ABI,194
AUS,ABQ,619
AUS,ACT,101
AUS,AEX,314
AUS,AMA,418
AUS,ASE,812
AUS,ATL,813
AUS,BDL,1607
AUS,BHM,682
AUS,BNA,756
AUS,BOI,1375
AUS,BOS,1698
AUS,BPT,219
AUS,BTR,390
AUS,BUR,1241
AUS,BWI,1342
AUS,CHS,1055
AUS,CLE,1174
AUS,CLL,83
AUS,CLT,1032
AUS,CMH,1073
AUS,COS,716
AUS,CRP,167
AUS,CRW,1076
AUS,CVG,958
AUS,DAL,189
AUS,DAY,1012
AUS,DCA,1315
AUS,DEN,775
AUS,DFW,190
AUS,DRT,204
AUS,DTW,1149
AUS,ELP,528
AUS,EWR,1504
AUS,FAT,1348
AUS,FLL,1105
AUS,GNV,924
AUS,GRK,61
AUS,GRR,1103
AUS,GSO,1103
AUS,HOU,148
AUS,HRL,273
AUS,IAD,1297
AUS,IAH,140
AUS,IFP,1040
AUS,IND,919
AUS,ISP,1559
AUS,JAN,472
AUS,JAX,954
AUS,JFK,1521
AUS,KOA,3694
AUS,LAS,1090
AUS,LAW,304
AUS,LAX,1242
AUS,LBB,341
AUS,LGA,1520
AUS,LGB,1226
AUS,LIT,446
AUS,MAF,294
AUS,MCI,650
AUS,MCO,994
AUS,MDW,972
AUS,MEM,559
AUS,MFE,279
AUS,MFR,1629
AUS,MIA,1103
AUS,MKE,1032
AUS,MLI,873
AUS,MSP,1042
AUS,MSY,444
AUS,MYR,1125
AUS,OAK,1497
AUS,OKC,358
AUS,OMA,772
AUS,ONT,1196
AUS,ORD,978
AUS,ORF,1319
AUS,PBI,1096
AUS,PDX,1715
AUS,PHL,1430
AUS,PHX,872
AUS,PVD,1662
AUS,RDU,1162
AUS,RNO,1405
AUS,ROC,1418
AUS,RSW,1001
AUS,SAN,1164
AUS,SAT,66
AUS,SBA,1327
AUS,SDF,876
AUS,SEA,1770
AUS,SFO,1504
AUS,SJC,1476
AUS,SLC,1086
AUS,SMF,1481
AUS,SNA,1209
AUS,STL,721
AUS,TPA,928
AUS,TUL,426
AUS,TUS,797
AUS,TYR,200
AVL,ATL,164
AVL,BNA,237
AVL,CAE,131
AVL,CHS,226
AVL,CLT,91
AVL,CRW,209
AVL,DTW,469
AVL,EWR,583
AVL,FLL,660
AVL,FLO,182
AVL,GSO,153
AVL,GSP,42
AVL,IAD,370
AVL,ILM,276
AVL,LEX,213
AVL,LGA,599
AVL,MCO,488
AVL,ORD,536
AVL,PBI,620
AVL,RDU,213
AVL,ROA,193
AVL,SAV,241
AVL,SFB,465
AVL,SRQ,554
AVL,TRI,72
AVL,TYS,86
AVP,ABE,50
AVP,ALB,139
AVP,ATL,714
AVP,BDL,163
AVP,BGM,61
AVP,BOS,253
AVP,CHS,629
AVP,CLT,509
AVP,DCA,185
AVP,DTW,399
AVP,ELM,83
AVP,EWR,93
AVP,GSO,427
AVP,IAD,189
AVP,IPT,63
AVP,ITH,88
AVP,JFK,113
AVP,LGA,104
AVP,MDT,96
AVP,MKE,635
AVP,ORD,632
AVP,PHL,104
AVP,PIT,243
AVP,PVD,224
AVP,RIC,278
AVP,ROC,158
AVP,SAV,704
AVP,SCE,116
AVP,SFB,920
AVP,SYR,124
AVP,XNA,1059
AZA,ATW,1452
AZA,BIL,878
AZA,BIS,1092
AZA,BLI,1208
AZA,BZN,861
AZA,CID,1240
AZA,CPR,720
AZA,DEN,595
AZA,DFW,848
AZA,DLH,1384
AZA,EUG,971
AZA,FAR,1220
AZA,FLL,1951
AZA,FSD,1072
AZA,GFK,1260
AZA,GRI,905
AZA,GRR,1561
AZA,GTF,978
AZA,HNL,2937
AZA,IAH,987
AZA,ICT,855
AZA,IDA,704
AZA,LAS,276
AZA,MLI,1288
AZA,MOT,1164
AZA,MSO,948
AZA,MSP,1267
AZA,MTJ,416
AZA,OAK,668
AZA,OGD,544
AZA,ORD,1427
AZA,PHX,22
AZA,PIA,1312
AZA,PSC,977
AZA,PSP,282
AZA,PVU,477
AZA,RAP,873
AZA,RFD,1373
AZA,RST,1264
AZA,SBN,1501
AZA,SGF,1066
AZA,SLC,516
AZA,SPI,1299
AZA,STC,1259
AZA,TUS,92
AZO,ALB,601
AZO,DTW,113
AZO,GRR,45
AZO,IND,178
AZO,LAN,62
AZO,MSN,203
AZO,MSP,426
AZO,ORD,122
AZO,TVC,173
BDL,ABE,169
BDL,ALB,80
BDL,ATL,859
BDL,AUS,1607
BDL,AVP,163
BDL,BGM,171
BDL,BHM,961
BDL,BNA,852
BDL,BOS,91
BDL,BTV,176
BDL,BUF,317
BDL,BUR,2516
BDL,BWI,283
BDL,CAE,718
BDL,CAK,460
BDL,CHS,743
BDL,CLE,476
BDL,CLT,644
BDL,CMH,550
BDL,CVG,661
BDL,DCA,313
BDL,DEN,1671
BDL,DFW,1471
BDL,DSM,1082
BDL,DTW,549
BDL,ELM,217
BDL,EWR,116
BDL,EYW,1306
BDL,FLL,1173
BDL,GSO,561
BDL,HOU,1519
BDL,HPN,80
BDL,HVN,48
BDL,IAD,326
BDL,IAH,1507
BDL,ILM,600
BDL,IND,729
BDL,IPT,225
BDL,ISP,82
BDL,JAX,935
BDL,JFK,106
BDL,LAS,2297
BDL,LAX,2527
BDL,LGA,101
BDL,MCI,1169
BDL,MCO,1050
BDL,MDT,245
BDL,MDW,777
BDL,MHT,94
BDL,MIA,1194
BDL,MSP,1050
BDL,MSY,1279
BDL,MYR,664
BDL,OAK,2614
BDL,OKC,1415
BDL,ORD,783
BDL,ORF,396
BDL,PBI,1133
BDL,PHF,389
BDL,PHL,196
BDL,PHX,2213
BDL,PIT,406
BDL,PNS,1129
BDL,PVD,66
BDL,PWM,169
BDL,RDU,532
BDL,RIC,393
BDL,ROC,267
BDL,RSW,1180
BDL,SAN,2502
BDL,SAT,1673
BDL,SEA,2432
BDL,SFO,2625
BDL,SJC,2609
BDL,SJU,1666
BDL,SMF,2558
BDL,SNA,2507
BDL,STL,957
BDL,STT,1688
BDL,SWF,79
BDL,SYR,193
BDL,TPA,1111
BDL,TUL,1304
BET,ANC,399
BET,CYF,95
BET,VAK,136
BFD,BUF,79
BFD,CLE,169
BFF,DEN,150
BFL,ATL,1969
BFL,AUS,1293
BFL,BUR,94
BFL,CID,1537
BFL,CLT,2140
BFL,COS,825
BFL,DEN,845
BFL,DFW,1271
BFL,ELP,772
BFL,FAT,100
BFL,IAD,2288
BFL,IAH,1428
BFL,LAS,224
BFL,LAX,109
BFL,MMH,152
BFL,ONT,126
BFL,ORD,1733
BFL,PHX,425
BFL,RNO,283
BFL,SAN,215
BFL,SAT,1266
BFL,SBP,91
BFL,SFO,238
BFL,SGF,1433
BFL,SJC,208
BFL,SMF,265
BFL,SMX,87
BFL,SNA,139
BFL,TUS,520
BFL,VIS,64
BFL,XNA,1387
BGM,ALB,117
BGM,AVP,61
BGM,BDL,171
BGM,BTV,211
BGM,BUF,149
BGM,BWI,212
BGM,DCA,238
BGM,DTW,378
BGM,ELM,47
BGM,EWR,141
BGM,IAD,238
BGM,ITH,31
BGM,JFK,157
BGM,LGA,147
BGM,MDT,145
BGM,ORD,613
BGM,PHL,166
BGM,PWM,304
BGM,ROC,107
BGM,SYR,63
BGR,ALB,286
BGR,ATL,1134
BGR,AUG,58
BGR,BOS,201
BGR,DCA,590
BGR,DTW,750
BGR,HPN,358
BGR,IND,960
BGR,LGA,378
BGR,MHT,184
BGR,ORD,978
BGR,PHL,473
BGR,PIE,1394
BGR,PQI,135
BGR,PVD,250
BGR,PWM,109
BGR,SFB,1299
BGR,TPA,1385
BHB,BOS,196
BHB,LGA,378
BHB,MHT,186
BHM,ABQ,1139
BHM,AGS,277
BHM,ALB,946
BHM,ATL,134
BHM,AUS,682
BHM,AVL,273
BHM,BDL,961
BHM,BNA,177
BHM,BWI,682
BHM,CAE,325
BHM,CAK,585
BHM,CHA,135
BHM,CHS,391
BHM,CLE,604
BHM,CLL,600
BHM,CLT,350
BHM,CMH,492
BHM,CRP,754
BHM,CVG,396
BHM,DAL,587
BHM,DAY,459
BHM,DCA,653
BHM,DEN,1083
BHM,DFW,597
BHM,DHN,172
BHM,DSM,667
BHM,DTW,625
BHM,ECP,228
BHM,ELP,1148
BHM,EWR,850
BHM,FLL,650
BHM,FLO,406
BHM,GJT,1270
BHM,GPT,257
BHM,GRK,670
BHM,GSP,275
BHM,GTR,106
BHM,HOU,570
BHM,HSV,74
BHM,IAD,637
BHM,IAH,562
BHM,IND,425
BHM,JAN,212
BHM,JAX,365
BHM,LAS,1618
BHM,LAX,1815
BHM,LBB,868
BHM,LGA,866
BHM,LIT,324
BHM,MAF,906
BHM,MCI,594
BHM,MCO,479
BHM,MDW,570
BHM,MEM,211
BHM,MFE,856
BHM,MGM,90
BHM,MHK,673
BHM,MHT,1051
BHM,MIA,661
BHM,MOB,216
BHM,MSP,854
BHM,MSY,321
BHM,OAK,2004
BHM,ORD,584
BHM,ORF,639
BHM,PDX,2064
BHM,PHL,772
BHM,PHX,1455
BHM,PIT,598
BHM,PNS,214
BHM,PVD,1009
BHM,RDU,480
BHM,RIC,597
BHM,RNO,1871
BHM,ROA,462
BHM,RSW,569
BHM,SAN,1759
BHM,SAT,744
BHM,SAV,338
BHM,SBN,562
BHM,SDF,323
BHM,SEA,2079
BHM,SFO,2013
BHM,SHV,418
BHM,SJC,1990
BHM,SLC,1472
BHM,SMF,1968
BHM,SNA,1787
BHM,STL,411
BHM,TLH,260
BHM,TPA,459
BHM,TUL,550
BHM,TYS,221
BHM,VPS,213
BIL,AZA,878
BIL,BNA,1318
BIL,BOI,409
BIL,BTM,191
BIL,BZN,126
BIL,DEN,455
BIL,EKO,501
BIL,FCA,320
BIL,FSD,601
BIL,GDV,201
BIL,GEG,445
BIL,GGW,189
BIL,GTF,177
BIL,HLN,174
BIL,HVR,197
BIL,IAD,1648
BIL,IAH,1304
BIL,IDA,235
BIL,IFP,800
BIL,ISN,284
BIL,LAS,754
BIL,LGA,1768
BIL,LWT,96
BIL,MLS,135
BIL,MSO,276
BIL,MSP,748
BIL,OAK,898
BIL,OLF,211
BIL,ORD,1060
BIL,PDX,679
BIL,RAP,295
BIL,SDY,245
BIL,SEA,664
BIL,SLC,387
BIL,STL,1048
BIS,AZA,1092
BIS,BIL,379
BIS,BOI,786
BIS,BZN,503
BIS,DEN,516
BIS,DIK,98
BIS,FAR,187
BIS,IAH,1194
BIS,IFP,1076
BIS,ISN,167
BIS,LAS,1048
BIS,MOT,106
BIS,MSP,386
BIS,PSP,1216
BIS,RAP,219
BIS,SLC,696
BJI,DEN,718
BJI,HLN,806
BJI,IFP,1323
BJI,MSP,199
BKG,ATL,535
BKG,CLE,697
BKG,DAL,328
BKG,DEN,665
BKG,ELP,821
BKG,HOU,490
BKG,LAS,1223
BKG,MCI,208
BKG,MCO,890
BKG,MDW,466
BKG,MSY,482
BKG,ONT,1386
BKG,SGF,50
BKG,STL,218
BKW,CRW,48
BKW,IAD,214
BKW,PIT,193
BKW,PKB,109
BLI,AZA,1208
BLI,HNL,2715
BLI,IFP,1026
BLI,KTN,598
BLI,LAS,954
BLI,LAX,1047
BLI,OAK,764
BLI,OGG,2681
BLI,PDX,221
BLI,PSP,1078
BLI,SAN,1142
BLI,SEA,93
BLV,SFB,835
BMI,ATL,533
BMI,CID,175
BMI,CMI,45
BMI,DEC,44
BMI,DEN,834
BMI,DFW,690
BMI,DTW,313
BMI,FLL,1113
BMI,IND,148
BMI,LEX,286
BMI,MCI,319
BMI,MCO,936
BMI,MDW,109
BMI,MLI,107
BMI,MSP,375
BMI,ORD,116
BMI,PIA,43
BMI,SFB,917
BMI,SPI,59
BMI,STL,142
BNA,ABQ,1123
BNA,ALB,825
BNA,AMA,847
BNA,ATL,214
BNA,AUS,756
BNA,AVL,237
BNA,AVP,692
BNA,BDL,852
BNA,BHM,177
BNA,BOI,1643
BNA,BOS,942
BNA,BTR,464
BNA,BUF,633
BNA,BUR,1791
BNA,BWI,587
BNA,CAK,435
BNA,CHA,112
BNA,CHS,439
BNA,CLE,448
BNA,CLT,328
BNA,CMH,338
BNA,COS,1006
BNA,CRP,857
BNA,CRW,320
BNA,CVG,230
BNA,DAB,580
BNA,DAL,623
BNA,DCA,562
BNA,DEN,1014
BNA,DFW,631
BNA,DSM,530
BNA,DTW,456
BNA,ECP,401
BNA,ELP,1167
BNA,EVV,140
BNA,EWR,748
BNA,FLL,793
BNA,FWA,344
BNA,GSO,377
BNA,GSP,265
BNA,GTR,214
BNA,HHH,435
BNA,HOU,670
BNA,HRL,941
BNA,HSV,103
BNA,IAD,542
BNA,IAH,657
BNA,ILM,513
BNA,IND,249
BNA,ISP,803
BNA,JAN,327
BNA,JAX,483
BNA,JFK,765
BNA,LAS,1587
BNA,LAX,1797
BNA,LBB,876
BNA,LEX,175
BNA,LGA,764
BNA,LIT,327
BNA,MCI,491
BNA,MCO,616
BNA,MDT,608
BNA,MDW,395
BNA,MEM,200
BNA,MFE,967
BNA,MHT,938
BNA,MIA,806
BNA,MKE,475
BNA,MOB,385
BNA,MSP,695
BNA,MSY,471
BNA,MYR,471
BNA,OAK,1959
BNA,OKC,616
BNA,OMA,612
BNA,ONT,1751
BNA,ORD,409
BNA,ORF,585
BNA,PAH,133
BNA,PBI,757
BNA,PDX,1973
BNA,PHL,675
BNA,PHX,1449
BNA,PIT,462
BNA,PNS,391
BNA,PVD,906
BNA,RDU,442
BNA,RIC,527
BNA,RNO,1815
BNA,ROC,680
BNA,RSW,722
BNA,SAN,1751
BNA,SAT,822
BNA,SAV,417
BNA,SDF,151
BNA,SEA,1978
BNA,SFO,1968
BNA,SJC,1947
BNA,SLC,1404
BNA,SMF,1917
BNA,SNA,1772
BNA,STL,272
BNA,TLH,417
BNA,TPA,612
BNA,TUL,515
BNA,TYS,152
BOI,ABQ,781
BOI,ATL,1838
BOI,AUS,1375
BOI,BIL,409
BOI,BOS,2265
BOI,BTV,2122
BOI,BUR,656
BOI,BWI,2059
BOI,CMH,1728
BOI,COS,684
BOI,CVG,1661
BOI,DAL,1282
BOI,DEN,649
BOI,DFW,1272
BOI,EWR,2147
BOI,FAT,503
BOI,FLL,2352
BOI,GEG,287
BOI,GTF,359
BOI,HDN,510
BOI,HLN,295
BOI,HNL,2836
BOI,HOU,1501
BOI,IAD,2025
BOI,IAH,1482
BOI,IDA,209
BOI,IFP,587
BOI,IND,1563
BOI,JAC,275
BOI,LAS,519
BOI,LAX,674
BOI,LBB,1034
BOI,LWS,198
BOI,MCI,1152
BOI,MCO,2194
BOI,MFR,347
BOI,MKE,1423
BOI,MOT,788
BOI,MSN,1349
BOI,MSO,254
BOI,MSP,1142
BOI,MTJ,557
BOI,OAK,511
BOI,OKC,1140
BOI,ONT,660
BOI,ORD,1437
BOI,ORF,2144
BOI,PDX,344
BOI,PHX,735
BOI,PIA,1372
BOI,PIH,189
BOI,PSP,672
BOI,RDM,250
BOI,RNO,335
